173
5_CROP_CNN2_dCas9_gene	5_CROP_CNN2_dCas9_gene	lincRNA
6_CROP_COL18A1_dCas9_gene	6_CROP_COL18A1_dCas9_gene	lincRNA
7_CROP_CPNE1_dCas9_gene	7_CROP_CPNE1_dCas9_gene	lincRNA
8_CROP_EMC4_dCas9_gene	8_CROP_EMC4_dCas9_gene	lincRNA
9_CROP_EPB41L2_dCas9_gene	9_CROP_EPB41L2_dCas9_gene	lincRNA
10_CROP_GOT2_dCas9_gene	10_CROP_GOT2_dCas9_gene	lincRNA
11_CROP_GULP1_dCas9_gene	11_CROP_GULP1_dCas9_gene	lincRNA
12_CROP_LTA4H_dCas9_gene	12_CROP_LTA4H_dCas9_gene	lincRNA
13_CROP_PDLIM1_dCas9_gene	13_CROP_PDLIM1_dCas9_gene	lincRNA
14_CROP_PSME2_dCas9_gene	14_CROP_PSME2_dCas9_gene	lincRNA
15_CROP_ROR1_dCas9_gene	15_CROP_ROR1_dCas9_gene	lincRNA
16_CROP_RTN4_dCas9_gene	16_CROP_RTN4_dCas9_gene	lincRNA
17_CROP_SPINT2_dCas9_gene	17_CROP_SPINT2_dCas9_gene	lincRNA
18_CROP_STAU1_dCas9_gene	18_CROP_STAU1_dCas9_gene	lincRNA
19_CROP_TSTD1_dCas9_gene	19_CROP_TSTD1_dCas9_gene	lincRNA
20_CROP_UBE2E1_dCas9_gene	20_CROP_UBE2E1_dCas9_gene	lincRNA
21_CROP_YWHAB_dCas9_gene	21_CROP_YWHAB_dCas9_gene	lincRNA
22_CROP_nC1_dCas9_gene	22_CROP_nC1_dCas9_gene	lincRNA
23_CROP_nC2_dCas9_gene	23_CROP_nC2_dCas9_gene	lincRNA
24_CROP_nC3_dCas9_gene	24_CROP_nC3_dCas9_gene	lincRNA
25_CROP_nC4_dCas9_gene	25_CROP_nC4_dCas9_gene	lincRNA
26_CROP_nC5_dCas9_gene	26_CROP_nC5_dCas9_gene	lincRNA
27_CROP_nC6_dCas9_gene	27_CROP_nC6_dCas9_gene	lincRNA
1_CROP_ANXA5_rs2306413_dCas9-pegRNA_gene	1_CROP_ANXA5_rs2306413_dCas9-pegRNA_gene	lincRNA
2_CROP_ATP1B1_rs10800424_dCas9-pegRNA_gene	2_CROP_ATP1B1_rs10800424_dCas9-pegRNA_gene	lincRNA
3_CROP_CARM1_rs67987899_dCas9-pegRNA_gene	3_CROP_CARM1_rs67987899_dCas9-pegRNA_gene	lincRNA
4_CROP_CNN2_rs4807440_dCas9-pegRNA_gene	4_CROP_CNN2_rs4807440_dCas9-pegRNA_gene	lincRNA
5_CROP_COL18A1_rs78667666_dCas9-pegRNA_gene	5_CROP_COL18A1_rs78667666_dCas9-pegRNA_gene	lincRNA
6_CROP_COL18A1_rs35205716_dCas9-pegRNA_gene	6_CROP_COL18A1_rs35205716_dCas9-pegRNA_gene	lincRNA
7_CROP_CPNE1_rs2104417_dCas9-pegRNA_gene	7_CROP_CPNE1_rs2104417_dCas9-pegRNA_gene	lincRNA
8_CROP_CPNE1_rs73905926_dCas9-pegRNA_gene	8_CROP_CPNE1_rs73905926_dCas9-pegRNA_gene	lincRNA
9_CROP_CPNE1_rs6121020_dCas9-pegRNA_gene	9_CROP_CPNE1_rs6121020_dCas9-pegRNA_gene	lincRNA
10_CROP_CPNE1_rs2295355_dCas9-pegRNA_gene	10_CROP_CPNE1_rs2295355_dCas9-pegRNA_gene	lincRNA
11_CROP_EMC4_rs6495621_dCas9-pegRNA_gene	11_CROP_EMC4_rs6495621_dCas9-pegRNA_gene	lincRNA
12_CROP_EPB41L2_rs3903759_dCas9-pegRNA_gene	12_CROP_EPB41L2_rs3903759_dCas9-pegRNA_gene	lincRNA
13_CROP_GOT2_rs11558171_dCas9-pegRNA_gene	13_CROP_GOT2_rs11558171_dCas9-pegRNA_gene	lincRNA
14_CROP_GOT2_rs727484_dCas9-pegRNA_gene	14_CROP_GOT2_rs727484_dCas9-pegRNA_gene	lincRNA
15_CROP_GULP1_rs6712056_dCas9-pegRNA_gene	15_CROP_GULP1_rs6712056_dCas9-pegRNA_gene	lincRNA
16_CROP_LTA4H_rs3834482_dCas9-pegRNA_gene	16_CROP_LTA4H_rs3834482_dCas9-pegRNA_gene	lincRNA
17_CROP_PDLIM1_rs10218877_dCas9-pegRNA_gene	17_CROP_PDLIM1_rs10218877_dCas9-pegRNA_gene	lincRNA
18_CROP_PSME2_rs2236352_dCas9-pegRNA_gene	18_CROP_PSME2_rs2236352_dCas9-pegRNA_gene	lincRNA
19_CROP_ROR1_rs7517350_dCas9-pegRNA_gene	19_CROP_ROR1_rs7517350_dCas9-pegRNA_gene	lincRNA
20_CROP_RTN4_rs2968787_dCas9-pegRNA_gene	20_CROP_RTN4_rs2968787_dCas9-pegRNA_gene	lincRNA
21_CROP_RTN4_rs2044291_dCas9-pegRNA_gene	21_CROP_RTN4_rs2044291_dCas9-pegRNA_gene	lincRNA
22_CROP_SPINT2_rs17554832_dCas9-pegRNA_gene	22_CROP_SPINT2_rs17554832_dCas9-pegRNA_gene	lincRNA
23_CROP_STAU1_rs7266044_dCas9-pegRNA_gene	23_CROP_STAU1_rs7266044_dCas9-pegRNA_gene	lincRNA
24_CROP_STAU1_rs2252259_dCas9-pegRNA_gene	24_CROP_STAU1_rs2252259_dCas9-pegRNA_gene	lincRNA
25_CROP_STAU1_rs3818066_dCas9-pegRNA_gene	25_CROP_STAU1_rs3818066_dCas9-pegRNA_gene	lincRNA
26_CROP_TSTD1_rs10908821_dCas9-pegRNA_gene	26_CROP_TSTD1_rs10908821_dCas9-pegRNA_gene	lincRNA
27_CROP_UBE2E1_rs7651576_dCas9-pegRNA_gene	27_CROP_UBE2E1_rs7651576_dCas9-pegRNA_gene	lincRNA
28_CROP_YWHAB_rs6031849_dCas9-pegRNA_gene	28_CROP_YWHAB_rs6031849_dCas9-pegRNA_gene	lincRNA
29_CROP_YWHAB_rs2072726_dCas9-pegRNA_gene	29_CROP_YWHAB_rs2072726_dCas9-pegRNA_gene	lincRNA
30_CROP_ATF4_control_PE_gene	30_CROP_ATF4_control_PE_gene	lincRNA
31_CROP_SOX11_control_PE_gene	31_CROP_SOX11_control_PE_gene	lincRNA
32_CROP_SOX12_control_PE_gene	32_CROP_SOX12_control_PE_gene	lincRNA
33_CROP_MYH10_control_PE_gene	33_CROP_MYH10_control_PE_gene	lincRNA
34_CROP_SOX4_control_PE_gene	34_CROP_SOX4_control_PE_gene	lincRNA
Puro_GFP_gene	Puro_GFP_gene	lincRNA
Amplicon_ATF4_control_AMPL590829_noHDR_gene	Amplicon_ATF4_control_AMPL590829_noHDR_gene	lincRNA
Amplicon_ATP1B1_rs10800424_AMPL587857_noHDR_gene	Amplicon_ATP1B1_rs10800424_AMPL587857_noHDR_gene	lincRNA
Amplicon_CARM1_rs67987899_AMPL587792_noHDR_gene	Amplicon_CARM1_rs67987899_AMPL587792_noHDR_gene	lincRNA
Amplicon_CNN2_rs4807440_AMPL587791_noHDR_gene	Amplicon_CNN2_rs4807440_AMPL587791_noHDR_gene	lincRNA
Amplicon_COL18A1_rs35205716_AMPL590828_noHDR_gene	Amplicon_COL18A1_rs35205716_AMPL590828_noHDR_gene	lincRNA
Amplicon_COL18A1_rs78667666_AMPL587799_noHDR_gene	Amplicon_COL18A1_rs78667666_AMPL587799_noHDR_gene	lincRNA
Amplicon_CPNE1_rs2104417_AMPL587794_noHDR_gene	Amplicon_CPNE1_rs2104417_AMPL587794_noHDR_gene	lincRNA
Amplicon_CPNE1_rs2295355_AMPL587796_noHDR_gene	Amplicon_CPNE1_rs2295355_AMPL587796_noHDR_gene	lincRNA
Amplicon_CPNE1_rs73905926_CPNE1_rs6121020_AMPL587795_noHDR_gene	Amplicon_CPNE1_rs73905926_CPNE1_rs6121020_AMPL587795_noHDR_gene	lincRNA
Amplicon_EMC4_rs6495621_AMPL587790_noHDR_gene	Amplicon_EMC4_rs6495621_AMPL587790_noHDR_gene	lincRNA
Amplicon_EPB41L2_rs3903759_AMPL587789_noHDR_gene	Amplicon_EPB41L2_rs3903759_AMPL587789_noHDR_gene	lincRNA
Amplicon_GOT2_rs11558171_AMPL587820_noHDR_gene	Amplicon_GOT2_rs11558171_AMPL587820_noHDR_gene	lincRNA
Amplicon_GOT2_rs727484_AMPL587821_noHDR_gene	Amplicon_GOT2_rs727484_AMPL587821_noHDR_gene	lincRNA
Amplicon_GULP1_rs6712056_AMPL587815_noHDR_gene	Amplicon_GULP1_rs6712056_AMPL587815_noHDR_gene	lincRNA
Amplicon_LTA4H_rs3834482_AMPL587865_noHDR_gene	Amplicon_LTA4H_rs3834482_AMPL587865_noHDR_gene	lincRNA
Amplicon_MYH10_control_AMPL590826_noHDR_gene	Amplicon_MYH10_control_AMPL590826_noHDR_gene	lincRNA
Amplicon_PDLIM1_rs10218877_AMPL587864_noHDR_gene	Amplicon_PDLIM1_rs10218877_AMPL587864_noHDR_gene	lincRNA
Amplicon_PSME2_rs2236352_AMPL587866_noHDR_gene	Amplicon_PSME2_rs2236352_AMPL587866_noHDR_gene	lincRNA
Amplicon_ROR1_rs7517350_AMPL587855_noHDR_gene	Amplicon_ROR1_rs7517350_AMPL587855_noHDR_gene	lincRNA
Amplicon_RTN4_rs2044291_AMPL587813_noHDR_gene	Amplicon_RTN4_rs2044291_AMPL587813_noHDR_gene	lincRNA
Amplicon_RTN4_rs2968787_AMPL587814_noHDR_gene	Amplicon_RTN4_rs2968787_AMPL587814_noHDR_gene	lincRNA
Amplicon_SOX11_control_AMPL590824_noHDR_gene	Amplicon_SOX11_control_AMPL590824_noHDR_gene	lincRNA
Amplicon_SOX12_control_AMPL590827_noHDR_gene	Amplicon_SOX12_control_AMPL590827_noHDR_gene	lincRNA
Amplicon_SOX4_control_AMPL590825_noHDR_gene	Amplicon_SOX4_control_AMPL590825_noHDR_gene	lincRNA
Amplicon_SPINT2_rs17554832_AMPL587824_noHDR_gene	Amplicon_SPINT2_rs17554832_AMPL587824_noHDR_gene	lincRNA
Amplicon_STAU1_rs2252259_AMPL587830_noHDR_gene	Amplicon_STAU1_rs2252259_AMPL587830_noHDR_gene	lincRNA
Amplicon_STAU1_rs3818066_AMPL587832_noHDR_gene	Amplicon_STAU1_rs3818066_AMPL587832_noHDR_gene	lincRNA
Amplicon_STAU1_rs7266044_AMPL587831_noHDR_gene	Amplicon_STAU1_rs7266044_AMPL587831_noHDR_gene	lincRNA
Amplicon_TSTD1_rs10908821_AMPL587856_noHDR_gene	Amplicon_TSTD1_rs10908821_AMPL587856_noHDR_gene	lincRNA
Amplicon_UBE2E1_rs7651576_AMPL587787_noHDR_gene	Amplicon_UBE2E1_rs7651576_AMPL587787_noHDR_gene	lincRNA
Amplicon_YWHAB_rs2072726_AMPL587798_noHDR_gene	Amplicon_YWHAB_rs2072726_AMPL587798_noHDR_gene	lincRNA
Amplicon_YWHAB_rs6031849_AMPL587797_noHDR_gene	Amplicon_YWHAB_rs6031849_AMPL587797_noHDR_gene	lincRNA
Amplicon_ATF4_control_AMPL590829_withHDR_gene	Amplicon_ATF4_control_AMPL590829_withHDR_gene	lincRNA
Amplicon_ATP1B1_rs10800424_AMPL587857_withHDR_gene	Amplicon_ATP1B1_rs10800424_AMPL587857_withHDR_gene	lincRNA
Amplicon_CARM1_rs67987899_AMPL587792_withHDR_gene	Amplicon_CARM1_rs67987899_AMPL587792_withHDR_gene	lincRNA
Amplicon_CNN2_rs4807440_AMPL587791_withHDR_gene	Amplicon_CNN2_rs4807440_AMPL587791_withHDR_gene	lincRNA
Amplicon_COL18A1_rs35205716_AMPL590828_withHDR_gene	Amplicon_COL18A1_rs35205716_AMPL590828_withHDR_gene	lincRNA
Amplicon_COL18A1_rs78667666_AMPL587799_withHDR_gene	Amplicon_COL18A1_rs78667666_AMPL587799_withHDR_gene	lincRNA
Amplicon_CPNE1_rs2104417_AMPL587794_withHDR_gene	Amplicon_CPNE1_rs2104417_AMPL587794_withHDR_gene	lincRNA
Amplicon_CPNE1_rs2295355_AMPL587796_withHDR_gene	Amplicon_CPNE1_rs2295355_AMPL587796_withHDR_gene	lincRNA
Amplicon_CPNE1_rs73905926_CPNE1_rs6121020_AMPL587795_withHDR_gene	Amplicon_CPNE1_rs73905926_CPNE1_rs6121020_AMPL587795_withHDR_gene	lincRNA
Amplicon_EMC4_rs6495621_AMPL587790_withHDR_gene	Amplicon_EMC4_rs6495621_AMPL587790_withHDR_gene	lincRNA
Amplicon_EPB41L2_rs3903759_AMPL587789_withHDR_gene	Amplicon_EPB41L2_rs3903759_AMPL587789_withHDR_gene	lincRNA
Amplicon_GOT2_rs11558171_AMPL587820_withHDR_gene	Amplicon_GOT2_rs11558171_AMPL587820_withHDR_gene	lincRNA
Amplicon_GOT2_rs727484_AMPL587821_withHDR_gene	Amplicon_GOT2_rs727484_AMPL587821_withHDR_gene	lincRNA
Amplicon_GULP1_rs6712056_AMPL587815_withHDR_gene	Amplicon_GULP1_rs6712056_AMPL587815_withHDR_gene	lincRNA
Amplicon_LTA4H_rs3834482_AMPL587865_withHDR_gene	Amplicon_LTA4H_rs3834482_AMPL587865_withHDR_gene	lincRNA
Amplicon_MYH10_control_AMPL590826_withHDR_gene	Amplicon_MYH10_control_AMPL590826_withHDR_gene	lincRNA
Amplicon_PDLIM1_rs10218877_AMPL587864_withHDR_gene	Amplicon_PDLIM1_rs10218877_AMPL587864_withHDR_gene	lincRNA
Amplicon_PSME2_rs2236352_AMPL587866_withHDR_gene	Amplicon_PSME2_rs2236352_AMPL587866_withHDR_gene	lincRNA
Amplicon_ROR1_rs7517350_AMPL587855_withHDR_gene	Amplicon_ROR1_rs7517350_AMPL587855_withHDR_gene	lincRNA
Amplicon_RTN4_rs2044291_AMPL587813_withHDR_gene	Amplicon_RTN4_rs2044291_AMPL587813_withHDR_gene	lincRNA
Amplicon_RTN4_rs2968787_AMPL587814_withHDR_gene	Amplicon_RTN4_rs2968787_AMPL587814_withHDR_gene	lincRNA
Amplicon_SOX11_control_AMPL590824_withHDR_gene	Amplicon_SOX11_control_AMPL590824_withHDR_gene	lincRNA
Amplicon_SOX12_control_AMPL590827_withHDR_gene	Amplicon_SOX12_control_AMPL590827_withHDR_gene	lincRNA
Amplicon_SOX4_control_AMPL590825_withHDR_gene	Amplicon_SOX4_control_AMPL590825_withHDR_gene	lincRNA
Amplicon_SPINT2_rs17554832_AMPL587824_withHDR_gene	Amplicon_SPINT2_rs17554832_AMPL587824_withHDR_gene	lincRNA
Amplicon_STAU1_rs2252259_AMPL587830_withHDR_gene	Amplicon_STAU1_rs2252259_AMPL587830_withHDR_gene	lincRNA
Amplicon_STAU1_rs3818066_AMPL587832_withHDR_gene	Amplicon_STAU1_rs3818066_AMPL587832_withHDR_gene	lincRNA
Amplicon_STAU1_rs7266044_AMPL587831_withHDR_gene	Amplicon_STAU1_rs7266044_AMPL587831_withHDR_gene	lincRNA
Amplicon_TSTD1_rs10908821_AMPL587856_withHDR_gene	Amplicon_TSTD1_rs10908821_AMPL587856_withHDR_gene	lincRNA
Amplicon_UBE2E1_rs7651576_AMPL587787_withHDR_gene	Amplicon_UBE2E1_rs7651576_AMPL587787_withHDR_gene	lincRNA
Amplicon_YWHAB_rs2072726_AMPL587798_withHDR_gene	Amplicon_YWHAB_rs2072726_AMPL587798_withHDR_gene	lincRNA
Amplicon_YWHAB_rs6031849_AMPL587797_withHDR_gene	Amplicon_YWHAB_rs6031849_AMPL587797_withHDR_gene	lincRNA
